-0.0095613308351103,-0.0424786960616204,0.79
-0.00466756691755515,-0.0282994480308102,0.79
0.0002360595,-0.01400625,0.79
0.0003725,-0.0136963,0.79
0.0005417445,-0.01319445,0.79
0.000726729,-0.0125053,0.79
0.000929515,-0.011635,0.79
0.001134633,-0.0105913,0.79
0.001336297,-0.00938368,0.79
0.001531498,-0.00802278,0.79
0.001712711,-0.006520775,0.79
0.001874562,-0.004891055,0.79
0.0020174865,-0.003148055,0.79
0.0021358905,-0.001307305,0.79
0.002225042,0.000614813,0.79
0.0022875495,0.002601275,0.79
0.002322141,0.00463445,0.79
0.0023247995,0.00669623,0.79
0.002301031,0.0087684,0.79
0.002247816,0.0108325,0.79
0.002157639,0.01287015,0.79
0.0020316755,0.0148632,0.79
0.0018734615,0.0167941,0.79
0.0016849505,0.0186456,0.79
0.0014755955,0.02040145,0.79
0.0012538055,0.0220461,0.79
0.001024743,0.023565,0.79
0.0007917395,0.02494475,0.79
0.0005615725,0.02617305,0.79
0.00033819585,0.0272391,0.79
0.00012250705,0.02813345,0.79
-7.763025e-05,0.02884815,0.79
-0.00023897,0.02937725,0.79
-0.0003446255,0.02971615,0.79
-0.0003893405,0.0298619,0.79
-0.000390979,0.0298673,0.79
-0.000587320235130709,0.0448660149489344,0.79
-0.000783661470261417,0.0598647298978687,0.79
