-0.0198278729567877,-0.0446297846097414,0.136316
-0.0137348264783938,-0.0309230423048707,0.136316
-0.0076017,-0.01712605,0.136316
-0.007493085,-0.0168818,0.136316
-0.00731707,-0.01648585,0.136316
-0.007075198,-0.0159416,0.136316
-0.00676965,-0.01525385,0.136316
-0.00640312,-0.01442875,0.136316
-0.005978935,-0.013473625,0.136316
-0.00550078,-0.01239694,0.136316
-0.00497299,-0.01120827,0.136316
-0.00440017,-0.00991816,0.136316
-0.00378745,-0.00853805,0.136316
-0.0031403,-0.0070801505,0.136316
-0.0024644,-0.005557505,0.136316
-0.0017658,-0.00398351,0.136316
-0.00105065,-0.00237219,0.136316
-0.000325450000000001,-0.000737855,0.136316
0.0004036,0.000904995,0.136316
0.00112985,0.002541785,0.136316
0.0018469,0.004158,0.136316
0.0025484,0.00573926,0.136316
0.0032281,0.0072715155,0.136316
0.00388,0.00874124,0.136316
0.004498275,0.01013535,0.136316
0.0050775,0.01144141,0.136316
0.0056125,0.012647965,0.136316
0.006098565,0.01374416,0.136316
0.006531355,0.0147203,0.136316
0.006907,0.0155678,0.136316
0.007222273,0.01627905,0.136316
0.007474275,0.01684775,0.136316
0.007660875,0.0172689,0.136316
0.007780415,0.0175387,0.136316
0.007831835,0.0176547,0.136316
0.00783374,0.017659,0.136316
0.013916281458264,0.0313704072730884,0.136316
0.0199988229165279,0.0450818145461767,0.136316
